x,y,z,rx,ry,rz,vx,vy,vz,vrx,vry,vrz,q1,q2,q3,q4,q5,q6,qd1,qd2,qd3,qd4,qd5,qd6
-0.4433467191440796,-0.38400899509295733,0.1382828280595883,1.8711227364236471,-1.0747022234725196,-0.6219180063240425,0.004581893016135024,0.0037973804604559958,-0.0031365524430345413,0.015258470429117302,-0.004517562008920751,-0.017547557255089122,0.5235922932624817,-1.0473950544940394,1.570986270904541,-0.00023824373354131012,1.5709798336029053,3.5952674807049334e-05,0.0014317154418677092,-0.00535614974796772,0.017129452899098396,-0.00016777915880084038,0.021883195266127586,0.0
-0.44328866330329736,-0.3839991871645136,0.13827138324443544,1.8712337094016107,-1.0746613729373815,-0.6217863147071054,0.009565337109907644,-0.0007456800084730839,0.004826196231676935,-0.0020290416105538463,0.0007545366822141259,0.011459162168214734,0.5236162543296814,-1.047467056904928,1.5711302757263184,-0.00021440187563115387,1.570896029472351,2.3968450477696024e-05,0.009076053276658058,-0.0201079323887825,0.01859951764345169,-0.00016777915880084038,-0.0028043086640536785,0.0
-0.44319591268294434,-0.3839931023440617,0.1382768558809103,1.8712864089992067,-1.074723797425754,-0.6219666492465833,0.009642513209851034,0.0036651035977675137,0.0007003296408187726,0.012920394120784905,-0.002347183717903557,-0.017572872161202287,0.5237241387367249,-1.0476110617267054,1.5713458061218262,-0.00025016466249638825,1.5711476802825928,1.1984225238848012e-05,0.006634467281401157,-0.01816488988697529,0.026870230212807655,-0.00014381069922819734,0.025909895077347755,0.0034274884965270758
-0.44308772248087397,-0.3840019530766936,0.13832963234983092,1.8712870136395605,-1.0746046489304584,-0.621811259013637,0.01512221028613526,-0.0021208126060630866,0.00258959854892355,-0.007309229824313584,-0.000277641252506948,0.015354636438520827,0.5238199830055237,-1.0478385130511683,1.5715618133544922,-0.0002625624286096695,1.571063756942749,5.992112710373476e-05,0.0160045325756073,-0.024697091430425644,0.032763272523880005,-0.011504855938255787,-0.0027084348257631063,0.005896239075809717
-0.4429986298869439,-0.3839797529270809,0.1383186467272633,1.8712574104016286,-1.0746662690688098,-0.621957439017144,0.014530756167151625,0.001774920882935045,0.0010151709784960757,-0.0007255595163703221,0.0047498364068822825,-0.007706782752762672,0.5238919258117676,-1.0479944388019007,1.5718493461608887,-0.00041801134218388825,1.5712555646896362,8.388957940042019e-05,0.012680907733738422,-0.026755182072520256,0.04081667214632034,-0.018503643572330475,0.018503643572330475,0.008628642186522484
-0.442855756046258,-0.3839694979270477,0.13836305396144127,1.8713309176164676,-1.074536521886365,-0.6218926808884839,0.02214452720991075,-0.0006762175940745492,0.001537294148897996,0.005223211572016953,-0.008308569767034155,0.01124068197149598,0.5239997506141663,-1.0482819716082972,1.5721850395202637,-0.00045425096620732575,1.5712435245513916,5.992112710373476e-05,0.021680261939764023,-0.033070068806409836,0.04852492734789848,-0.005632585845887661,0.009131980128586292,0.004889564123004675
-0.4426655275545897,-0.383973945682263,0.13833505948204533,1.8713527004676196,-1.074525653565857,-0.6219552565947396,0.022191100713489457,0.0010557615964755652,0.0007893731507835912,-0.003593511576231924,0.01230329405201498,-0.011953163782340896,0.5242034792900085,-1.0485337416278284,1.572676658630371,-0.0006936232196252945,1.5714588165283203,0.00011984225420746952,0.022281071171164513,-0.03886084631085396,0.061704378575086594,-0.035233624279499054,0.031158985570073128,0.014381070621311665
-0.44243036618481,-0.38397370000969877,0.13834110502215904,1.8715803209127728,-1.0744254686997197,-0.6217360223302939,0.02921635076856537,-0.0013406124399284861,0.0013779667396256947,0.0016163679601211946,0.0002516135128653649,0.021104381820861672,0.5244072079658508,-1.0488694349872034,1.5731916427612305,-0.0006936232196252945,1.5714472532272339,0.00014381069922819734,0.028608743101358414,-0.04513738676905632,0.06923367083072662,-0.023489082232117653,0.007190535310655832,0.0023728767409920692
-0.44219616173171133,-0.3839705181010985,0.1383890162706149,1.8713874883100716,-1.074439413035984,-0.6218419274299574,0.03314575656605895,0.0004392587868902374,0.0009444644305162774,-0.009512214612021248,-0.0038563227459332047,-0.010343308933860016,0.5246469378471375,-1.0493252913104456,1.5738029479980469,-0.0010173956500452164,1.5717225074768066,0.0003239485959056765,0.033006154000759125,-0.05282007157802582,0.08311619609594345,-0.031686291098594666,0.03238137811422348,0.03039199486374855
-0.4419119372591742,-0.38395521832851337,0.13833839963226444,1.871658836780343,-1.0743369132437512,-0.6217308260145132,0.036589028459423696,-0.001967397539978006,0.00039336055196951105,0.0008116122528068535,0.01258063151698996,0.02883723429900876,0.5248866081237793,-1.0496848265277308,1.5745224952697754,-0.0011852423297327164,1.5718183517456055,0.0002996056282427162,0.036457609385252,-0.05698738619685173,0.09212832897901535,-0.045587994158267975,0.010066749528050423,-0.0023728767409920692
-0.44159559566137496,-0.38394570393612887,0.13836460678805163,1.8715800875315478,-1.0744752964367277,-0.6217345798192357,0.04262213332530455,-4.348599202314377e-05,-0.0009506833809789951,0.0001875513927863913,-0.005383099538790369,0.0031182129725573354,0.5251978039741516,-1.0502122084247034,1.5753016471862793,-0.0014365355121057632,1.5721535682678223,0.0005636331043206155,0.042094990611076355,-0.06330227851867676,0.10524386912584305,-0.03712712973356247,0.03238137811422348,0.021595574915409088
-0.4412567979793039,-0.3839345906804686,0.13836133898186187,1.8715958155685426,-1.0744028861029418,-0.6218144823919223,0.045492302127881225,0.0007813829746236503,0.0002960041154602392,-0.004715392760559305,0.003877741789184593,-0.013292395321873502,0.5255213975906372,-1.050751034413473,1.576188564300537,-0.0018203894244592789,1.5724531412124634,0.0006475226837210357,0.04596829041838646,-0.07209710031747818,0.11655697971582413,-0.05007009208202362,0.050165966153144836,0.03135073184967041
-0.44085481373611596,-0.3839455179086783,0.13836509043119177,1.8715792744405415,-1.074377205918448,-0.6218125077766432,0.05074896946458188,0.00016438240220719992,-0.00022490540796802063,0.0004194114259652888,0.004558211763007814,-0.0023229325760654833,0.5259408354759216,-1.0513623396502894,1.5771713256835938,-0.0022156874286096695,1.5728003978729248,0.0008520035189576447,0.05119660869240761,-0.07843755185604095,0.12820245325565338,-0.05337774008512497,0.047577373683452606,0.024327976629137993
-0.4404351791486122,-0.3839309678484909,0.13836593125573726,1.8715636425233406,-1.07444755632738,-0.621860527226547,0.05570231976244325,0.0006286203641660188,-9.846108301902458e-05,-0.011229631907524892,-0.006974137460199302,-0.009931416221099644,0.5263482928276062,-1.0520218054400843,1.5782380104064941,-0.0026114622699182632,1.5732194185256958,0.0010797037975862622,0.05522330850362778,-0.08590292930603027,0.13960504531860352,-0.05318599194288254,0.049686599522829056,0.04388623312115669
