timestamp target_q_0 target_q_1 target_q_2 target_q_3 target_q_4 target_q_5 target_qd_0 target_qd_1 target_qd_2 target_qd_3 target_qd_4 target_qd_5 actual_q_0 actual_q_1 actual_q_2 actual_q_3 actual_q_4 actual_q_5 actual_qd_0 actual_qd_1 actual_qd_2 actual_qd_3 actual_qd_4 actual_qd_5 actual_TCP_pose_0 actual_TCP_pose_1 actual_TCP_pose_2 actual_TCP_pose_3 actual_TCP_pose_4 actual_TCP_pose_5 actual_TCP_speed_0 actual_TCP_speed_1 actual_TCP_speed_2 actual_TCP_speed_3 actual_TCP_speed_4 actual_TCP_speed_5 target_TCP_pose_0 target_TCP_pose_1 target_TCP_pose_2 target_TCP_pose_3 target_TCP_pose_4 target_TCP_pose_5 target_TCP_speed_0 target_TCP_speed_1 target_TCP_speed_2 target_TCP_speed_3 target_TCP_speed_4 target_TCP_speed_5
1599.192 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
1599.1999999999998 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
1599.2079999999999 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
1599.216 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
1599.224 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
1599.232 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
1599.24 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
1599.2479999999998 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
1599.2559999999999 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
1599.264 0.3490658503988659 -1.919862177193762 1.0471975511965979 -2.094395102393195 0.6981316804885863 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.3490658402442932 -1.9198620955096644 1.0471975803375244 -2.0943949858294886 0.6981316804885864 1.0471975803375244 0.0 0.0 0.0 0.0 0.0 0.0 0.0441745143973262 -0.17024765714729592 0.6374100137109433 0.10649092153369001 1.499578349427604 -0.7469218243298146 0.0 0.0 0.0 0.0 0.0 0.0 0.04417457062623502 -0.1702476368623024 0.6374100136764694 0.10649077837052924 1.4995785218702289 -0.7469219062806719 0.0 0.0 0.0 0.0 0.0 0.0
